;WKT;NOMBRE;CARACT_SIT;AUTORES;TECNICA;F_E;TAMAÑO_TS;UBICACION;DIRECCION;DOM_ORIG;CALLE;ALTURA;BARRIO;COMUNA
286;POINT (-58.3608885257099 -34.6389122827747);BUZOS EN EL FONDO DEL MAR;ESCUELA MUSEO;BENITO QUINQUELA MARTIN;OLEO S/ TELA;1936.0;6 X 2.70;"AULA L.C.MORALES""""";DON PEDRO DE MENDOZA AV. 1835;AV. PEDRO DE MENDOZA 1835;DON PEDRO DE MENDOZA AV.;1821;Boca;Comuna 4
287;POINT (-58.3608885257099 -34.6389122827747);FOGATA DE SAN JUAN;ESCUELA MUSEO;BENITO QUINQUELA MARTIN;OLEO S/ TELA;1936.0;6 X 2.70;"AULA F.FADER""""";DON PEDRO DE MENDOZA AV. 1835;AV. PEDRO DE MENDOZA 1835;DON PEDRO DE MENDOZA AV.;1821;Boca;Comuna 4
288;POINT (-58.3608885257099 -34.6389122827747);INUNDACION EN LA BOCA;ESCUELA MUSEO;BENITO QUINQUELA MARTIN;OLEO S/ TELA;1936.0;5 X 2.60;"AULA J. BERMUDEZ""""";DON PEDRO DE MENDOZA AV. 1835;AV. PEDRO DE MENDOZA 1835;DON PEDRO DE MENDOZA AV.;1821;Boca;Comuna 4
289;POINT (-58.3608885257099 -34.6389122827747);LA BOCA EN EL AÑO 1860;ESCUELA MUSEO;BENITO QUINQUELA MARTIN;OLEO S/ TELA;1936.0;6.50 X 3.00;"AULA P.COLIVADINO""""";DON PEDRO DE MENDOZA AV. 1835;AV. PEDRO DE MENDOZA 1835;DON PEDRO DE MENDOZA AV.;1821;Boca;Comuna 4
290;POINT (-58.3608885257099 -34.6389122827747);BENDICION DE LAS BARCAS;ESCUELA MUSEO;BENITO QUINQUELA MARTIN;OLEO S/ TELA;1936.0;6.50 X 2.70;"AULA P.Z.BRIANO""""";DON PEDRO DE MENDOZA AV. 1835;AV. PEDRO DE MENDOZA 1835;DON PEDRO DE MENDOZA AV.;1821;Boca;Comuna 4
291;POINT (-58.3608885257099 -34.6389122827747);CARNAVAL EN LA BOCA;ESCUELA MUSEO;BENITO QUINQUELA MARTIN;OLEO S/ TELA;1936.0;9 X 3.00;PATIO CUBIERTO;DON PEDRO DE MENDOZA AV. 1835;AV. PEDRO DE MENDOZA 1835;DON PEDRO DE MENDOZA AV.;1821;Boca;Comuna 4
292;POINT (-58.3608885257099 -34.6389122827747);EMBARQUE DE CEREALES;ESCUELA MUSEO;BENITO QUINQUELA MARTIN;OLEO S/ TELA;1936.0;4.50 X 5.00;PATIO DEL 1° PISO;DON PEDRO DE MENDOZA AV. 1835;AV. PEDRO DE MENDOZA 1835;DON PEDRO DE MENDOZA AV.;1821;Boca;Comuna 4
293;POINT (-58.3608885257099 -34.6389122827747);MASCARONES;ESCUELA MUSEO;BENITO QUINQUELA MARTIN;OLEO S/ TELA;1936.0;6.50 X 3.00;"AULA MENDILAMARZU""""";DON PEDRO DE MENDOZA AV. 1835;AV. PEDRO DE MENDOZA 1835;DON PEDRO DE MENDOZA AV.;1821;Boca;Comuna 4
294;POINT (-58.3608885257099 -34.6389122827747);CARGADORES DE CARBON;ESCUELA MUSEO;BENITO QUINQUELA MARTIN;OLEO S/ TELA;1936.0;6.50 X 2.70;"AULA T. DE LIBIAN""""";DON PEDRO DE MENDOZA AV. 1835;AV. PEDRO DE MENDOZA 1835;DON PEDRO DE MENDOZA AV.;1821;Boca;Comuna 4
295;POINT (-58.3608885257099 -34.6389122827747);EL DESFILE DEL CIRCO;ESCUELA MUSEO;BENITO QUINQUELA MARTIN;MURAL CERAMICO;1936.0;9 X 3.00;PATIO CUBIERTO;DON PEDRO DE MENDOZA AV. 1835;AV. PEDRO DE MENDOZA 1835;DON PEDRO DE MENDOZA AV.;1821;Boca;Comuna 4
296;POINT (-58.3608885257099 -34.6389122827747);SALUDO A LA BANDERA;ESCUELA MUSEO;BENITO QUINQUELA MARTIN;MURAL CERAMICO;1936.0;6.50 X 2.70;PATIO CUBIERTO;DON PEDRO DE MENDOZA AV. 1835;AV. PEDRO DE MENDOZA 1835;DON PEDRO DE MENDOZA AV.;1821;Boca;Comuna 4
297;POINT (-58.3608885257099 -34.6389122827747);EL ANGEL CAMPESINO;ESCUELA MUSEO;HEBE SALVAT;MURAL CERAMICO;1936.0;1.96 X 1.05;PATIO DEL 1° PISO;DON PEDRO DE MENDOZA AV. 1835;AV. PEDRO DE MENDOZA 1835;DON PEDRO DE MENDOZA AV.;1821;Boca;Comuna 4
298;POINT (-58.3756749166286 -34.6471572512499);TITULO DESCONOCIDO;ESC. TTE. GRAL. ROSENDO FRAGA;GERARDO CIANCIOLO;PINTURA MURAL;2001.0;S/M;FACHADA;CALIFORNIA 1925;CALIFORNIA 1925;CALIFORNIA;1925;Barracas;Comuna 4
299;POINT (-58.4101394477369 -34.6137028834886);TITULO DESCONOCIDO;ESC. NORMAL SUPERIOR Ns2  MARIANO ACOSTA;NAZARENO ORLANDI;MAROUFLAGE (OLEO SOBRE TELA PEGADO AL CIELORRASO);1910.0;S/M;SALON DE ACTOS;URQUIZA, GRAL. 277;GENERAL URQUIZA 277;URQUIZA, Gral.;269;Balvanera;Comuna 3
300;POINT (-58.4804984445388 -34.6092847983315);TRABAJO;"ESCUELA Ns7, DE 17, REPUBLICA DE MEXICO""""";BENITO QUINQUELA MARTIN;OLEO Y CERA EN CHAPAS DE CELOTEX;1941.0;S/M;HALL;GARCIA, JUAN AGUSTIN 2755;JUAN AGUSTIN GARCIA 2755;GARCIA, JUAN AGUSTIN;2755;Villa Santa Rita;Comuna 11
301;POINT (-58.4110905810803 -34.5844125448305);TITULO DESCONOCIDO;"ESCUELA Ns12, DE1, GRAL. LAS HERAS""""";DEL PIERO - CARDENAS;ESGRAFIADO;1999.0;8.00 X 10.00;;ALVAREZ, JULIAN 2849;JULIAN ALVAREZ 2849;ALVAREZ, JULIAN;2849;Palermo;Comuna 14
302;POINT (-58.5126637665313 -34.6007163253441);TITULO DESCONOCIDO;"ESC.EM 3, DE17, ANTONIO DEVOTO""""";RODOLFO CAMPODONICO;OLEO SOBRE TELA;1967.0;7.50 X 3.60;SALON DE ACTOS;MERCEDES 4002;MERCEDES 4002;NUEVA YORK;4120;Villa Devoto;Comuna 11
303;POINT (-58.3595407481911 -34.636795837768);HUMANIZACION AL TRABAJO. CRISTO EN LA BOCA. DIGNIFICACION DE LA VIDA;COLEGIO SAN JUAN EVANGELISTA;DOMINGO IANANTUONI;MURAL CERAMICO;1969.0;S/M;FACHADA;OLAVARRIA 486;OLAVARRIA 486;OLAVARRIA;466;Boca;Comuna 4
304;POINT (-58.3873954115172 -34.6227160584902);HOMENAJE A LA ESCUELA PUBLICA;"ESC Ns11, DE 3 DR. RICARDO GUTIERREZ""""";GERARDO CIANCIOLO;PINTURA MURAL;2003.0;S/M;FACHADA;SAENZ PEÑA, LUIS, PRES. 1215;PRESIDENTE LUIS SAENZ PEÑA 1215;SAENZ PE\u00d1A, LUIS, PRES.;1215;Constitucion;Comuna 1
305;POINT (-58.4626438414244 -34.6276753412655);SANTA ANA Y LA VIRGEN NIÑA IMAGINANDO SUS SUEÑOS;"ESCUELA Ns1, DE 12 GRAL. URQUIZA""""";RAUL SOLDI;MURAL CERAMICO;1975.0;2 X 3;PATIO CUBIERTO;YERBAL 2370;YERBAL 2370;YERBAL;2370;Flores;Comuna 7
306;POINT (-58.444136861788 -34.5643017790403);EL CAMINO DEL CONOCIMIENTO;UNIVERSIDAD DE BELGRANO;PEREZ CELIS;MURAL EN MADERA Y ACERO INOXIDABLE;1997.0;S/M;HALL;ZABALA 1837;ZABALA 1837;ZABALA;1851;Belgrano;Comuna 13
307;POINT (-58.3648535941443 -34.6365129145986);ALEGORIAS;CLUB ATLETICO BOCA JUNIORS;ROMULO MACCIO;ESMALTE SINTETICO S/ PANELES METALICOS;1999.0;S/M;FRENTE/S DEL VALLE IBARLUCEA;BRANDSEN 805;BRANDSEN 805;BRANDSEN;731;Boca;Comuna 4
308;POINT (-58.3648535941443 -34.6365129145986);IDOLOS;CLUB ATLETICO BOCA JUNIORS;PEREZ CELIS;ALTORELIEVE CON MOSAICO VENECIANO;1999.0;S/M;FRENTE/S DEL VALLE IBARLUCEA;BRANDSEN 805;BRANDSEN 805;BRANDSEN;731;Boca;Comuna 4
309;POINT (-58.3648535941443 -34.6365129145986);MITO Y DESTINO;CLUB ATLETICO BOCA JUNIORS;PEREZ CELIS;ALTORELIEVE CON MOSAICO VENECIANO;1999.0;S/M;FRENTE/S DEL VALLE IBARLUCEA;BRANDSEN 805;BRANDSEN 805;BRANDSEN;731;Boca;Comuna 4
310;POINT (-58.3648535941443 -34.6365129145986);EL ORIGEN DE LOS COLORES DE LA BANDERA DE BOCA;CLUB ATLETICO BOCA JUNIORS;BENITO QUINQUELA MARTIN;OLEO S/ AGLOMERADO DE MADERA;1941.0;5 X 7;HALLDE ENTRADA;BRANDSEN 805;BRANDSEN 805;BRANDSEN;731;Boca;Comuna 4
311;POINT (-58.3648535941443 -34.6365129145986);DALE BOCA;CLUB ATLETICO BOCA JUNIORS;GERARDO CIANCIOLO / MARCELO CARPITA;PINTURA MURAL;1994.0;S/M;FRENTE S/BRANDSEN;BRANDSEN 805;BRANDSEN 805;BRANDSEN;731;Boca;Comuna 4
312;POINT (-58.4493996452452 -34.5465122395691);EL CAMPEON;CLUB RIVER PLATE;BENITO QUINQUELA MARTIN;OLEO SOBRE MADERA;1937.0;S/M;CONFITERIA DEL ESTADIO;FIGUEROA ALCORTA, PRES. AV. 7597;AV. FIGUEROA ALCORTA 7597;FIGUEROA ALCORTA, PRES. AV.;7598;Belgrano;Comuna 13
313;POINT (-58.4493996452452 -34.5465122395691);LA PRIMERA CANCHA DE RIVER;CLUB RIVER PLATE;BENITO QUINQUELA MARTIN;OLEO SOBRE MADERA;1937.0;S/M;CONFITERIA DEL ESTADIO;FIGUEROA ALCORTA, PRES. AV. 7597;AV. FIGUEROA ALCORTA 7597;FIGUEROA ALCORTA, PRES. AV.;7598;Belgrano;Comuna 13
314;POINT (-58.5056738297906 -34.6194963116186);LA FAMILIA;GALERIA JONTE;JUAN MANUEL SANCHEZ;PINTURA MURAL;1965.0;S/M;ACCESO;ALVAREZ JONTE AV. 4767;AV. ALVAREZ JONTE 4767;ALVAREZ JONTE AV.;4767;Monte Castro;Comuna 10
315;POINT (-58.4620691933726 -34.5556829764325);HOMENAJE AL CINE;CINE ARTEPLEX BELGRANO, EX CINE SAVOY;ROBERTO DEL VILLANO;PINTURA MURAL;1991.0;S/M;PRIMER PISO;CABILDO AV. 2869;AV. CABILDO 2869;CABILDO AV.;2879;Belgrano;Comuna 13
316;POINT (-58.3829054329028 -34.6035991019283);DESPERTAR EN LA LLANURA;GALERIA DEL OBELISCO;JUAN CARLOS CASTAGNINO;PINTURA MURALAL OLEO;1961.0;4 X 5;ACCESOPOR AV. CORRIENTES;CORRIENTES AV. 1145;AV. CORRIENTES 1145;CORRIENTES AV.;1145;San Nicolas;Comuna 1
317;POINT (-58.3860997620862 -34.6037865000222);GARDEL EN LA CALLE CORRIENTES;PIZZERIA LOS INMORTALES;CARLOS LEONETTI;PINTURA MURAL;1955.0;S/M;SALON;CORRIENTES AV. 1369;AV. CORRIENTES 1369;CORRIENTES AV.;1373;San Nicolas;Comuna 1
318;POINT (-58.3886847398276 -34.6039815046628);HOMENAJE AL CINE;LIBRERIA LOSADA;JUAN CARLOS CASTAGNINO;FRESCO;1941.0;3 X 6;SALON;CORRIENTES AV. 1551;AV. CORRIENTES 1551;CORRIENTES AV.;1551;San Nicolas;Comuna 1
319;POINT (-58.3886847398276 -34.6039815046628);LAS ARTES;LIBRERIA LOSADA;CESAR LOPEZ CLARO;FRESCO;1941.0;3 X 6;SALON;CORRIENTES AV. 1551;AV. CORRIENTES 1551;CORRIENTES AV.;1551;San Nicolas;Comuna 1
320;POINT (-58.4224670812574 -34.6430217515194);TITULO DESCONOCIDO;BANCO CREDICOOP;DEMETRIO URRUCHUA;FRESCO;1965.0;S/M;SALON DE ENTRADA;LA PLATA AV. 2428;AV. LA PLATA 2428;LA PLATA AV.;2410;Nueva Pompeya;Comuna 4
321;POINT (-58.4359246320062 -34.6178582880376);HOMBRE - ESPACIO - ESPERANZA;GALERIA PARIS;JUAN CARLOS CASTAGNINO;PINTURA MURAL;1959.0;5.50 X 6;ACCESOAV. RIVADAVIA;RIVADAVIA AV. 4975;AV. RIVADAVIA 4975;RIVADAVIA AV.;4975;Caballito;Comuna 6
322;POINT (-58.4354233468253 -34.617635749191);EL PUERTO / EL DESCUBRIMIENTO DE AMERICA / LA VIDA URBANA;GALERIA RIVADAVIA;ANATOLIO SOKOLOFF;OLEO SOBRE TELA;1956.0;S/M;BAJO CLARABOYA CENTRAL;RIVADAVIA AV. 4955;AV. RIVADAVIA 4955;RIVADAVIA AV.;4955;Caballito;Comuna 6
323;POINT (-58.4616706382159 -34.6287432142891);LA FRATERNIDAD;GALERIA SAN JOSE DE FLORES;JUAN CARLOS CASTAGNINO;FRESCO;1956.0;S/M;CUPULA;RIVADAVIA AV. 6836;AV. RIVADAVIA 6836;RIVADAVIA AV.;6840;Flores;Comuna 7
324;POINT (-58.4616706382159 -34.6287432142891);LA FERTILIDAD;GALERIA SAN JOSE DE FLORES;JUAN CARLOS CASTAGNINO;FRESCO;1956.0;S/M;CUPULA;RIVADAVIA AV. 6836;AV. RIVADAVIA 6836;RIVADAVIA AV.;6840;Flores;Comuna 7
325;POINT (-58.4616706382159 -34.6287432142891);LA PACHAMAMA;GALERIA SAN JOSE DE FLORES;ENRIQUE POLICASTRO;FRESCO;1956.0;S/M;CUPULA;RIVADAVIA AV. 6836;AV. RIVADAVIA 6836;RIVADAVIA AV.;6840;Flores;Comuna 7
326;POINT (-58.4616706382159 -34.6287432142891);HOH, SAN JOSE DE FLORES...;GALERIA SAN JOSE DE FLORES;DEMETRIO URRUCHUA;FRESCO;1956.0;S/M;CUPULA;RIVADAVIA AV. 6836;AV. RIVADAVIA 6836;RIVADAVIA AV.;6840;Flores;Comuna 7
327;POINT (-58.3911241619882 -34.5960037260785);TITULO DESCONOCIDO;GALERIA SANTA FE;RAUL SOLDI;FRESCO;1954.0;18 X 19;CUPULA;SANTA FE AV. 1660;AV. SANTA FE 1660;SANTA FE AV.;1654;Recoleta;Comuna 2
328;POINT (-58.3911241619882 -34.5960037260785);LOS MUSICOS;GALERIA SANTA FE;LUIS SEOANE;FRESCO;1954.0;S/M;BOVEDA CALLE LATERAL;SANTA FE AV. 1660;AV. SANTA FE 1660;SANTA FE AV.;1654;Recoleta;Comuna 2
329;POINT (-58.3911241619882 -34.5960037260785);EL INDIO;GALERIA SANTA FE;GERTRUDIS CHALE;FRESCO;1954.0;S/M;SECTOR M.T. DE ALVEAR;SANTA FE AV. 1660;AV. SANTA FE 1660;SANTA FE AV.;1654;Recoleta;Comuna 2
330;POINT (-58.3911241619882 -34.5960037260785);LOS OBREROS;GALERIA SANTA FE;NOEMI GERSTEIN;HIERRO FORJADO;1954.0;S/M;ACCESOAV. SANTA FE;SANTA FE AV. 1660;AV. SANTA FE 1660;SANTA FE AV.;1654;Recoleta;Comuna 2
331;POINT (-58.3911241619882 -34.5960037260785);TITULO DESCONOCIDO;GALERIA SANTA FE;RODOLFO PRESAS, LEOPOLDO TORRES AGÜERO;FRESCO;1954.0;S/M;BOVEDA POSTERIOR;SANTA FE AV. 1660;AV. SANTA FE 1660;SANTA FE AV.;1654;Recoleta;Comuna 2
332;POINT (-58.3911241619882 -34.5960037260785);TITULO DESCONOCIDO;GALERIA SANTA FE;LEPOLDO TORRES AGÜERO;MOSAICO VENECIANO;1954.0;S/M;SECTOR M.T. DE ALVEAR;SANTA FE AV. 1660;AV. SANTA FE 1660;SANTA FE AV.;1654;Recoleta;Comuna 2
333;POINT (-58.3911241619882 -34.5960037260785);TITULO DESCONOCIDO;GALERIA SANTA FE;LEOPOLDO TORRES AGÜERO;FRESCO;1954.0;S/M;ACCESOM.T. DE ALVEAR;SANTA FE AV. 1660;AV. SANTA FE 1660;SANTA FE AV.;1654;Recoleta;Comuna 2
334;POINT (-58.3911241619882 -34.5960037260785);TITULO DESCONOCIDO;GALERIA SANTA FE;JUAN BATLLE PLANAS;FRESCO;1954.0;S/M;ACCESOAV. SANTA FE;SANTA FE AV. 1660;AV. SANTA FE 1660;SANTA FE AV.;1654;Recoleta;Comuna 2
335;POINT (-58.3911626538328 -34.5960044116337);LOS AMANTES;GALERIA SANTA FE;RAUL SOLDI;FRESCO;1950.0;S/M;LOCAL 3;SANTA FE AV. 1662;AV. SANTA FE 1662;SANTA FE AV.;1654;Recoleta;Comuna 2
336;POINT (-58.3941316243777 -34.5960108462818);TITULO DESCONOCIDO;LIBRERIA EL ATENEO, EX CINE GRAND SPLENDID;NAZARENO ORLANDI;MAROUFLAGE (OLEO SOBRE TELA PEGADO AL CIELORRASO);1919.0;S/M;SALON CENTRAL;SANTA FE AV. 1860;AV. SANTA FE 1860;SANTA FE AV.;1854;Recoleta;Comuna 2
337;POINT (-58.3751982526793 -34.5961033394358);ESCENAS DEL 900;PLAZA HOTEL;JORGE SOTO ACEBAL, MERCEDES RODRIGUE;FRESCO;1930.0;S/M;RESAURANT LA BRASSERIE;FLORIDA 1005;FLORIDA 1005;FLORIDA;999;Retiro;Comuna 1
338;POINT (-58.3751432791905 -34.5992545672978);LA PAREJA HUMANA O EL AMOR MATERNAL;GALERIAS PACIFICO;MANUEL COLMEIRO;FRESCO;1946.0;S/M;CUPULA;FLORIDA 753;FLORIDA 753;FLORIDA;735;San Nicolas;Comuna 1
339;POINT (-58.3751432791905 -34.5992545672978);LA FRATERNIDAD;GALERIAS PACIFICO;DEMETRIO URRUCHUA;FRESCO;1946.0;S/M;CUPULA;FLORIDA 753;FLORIDA 753;FLORIDA;735;San Nicolas;Comuna 1
340;POINT (-58.3751432791905 -34.5992545672978);EL DOMINIO DE LAS FUERZAS NATURALES;GALERIAS PACIFICO;LINO ENEA SPILIMBERGO;FRESCO;1946.0;S/M;CUPULA;FLORIDA 753;FLORIDA 753;FLORIDA;735;San Nicolas;Comuna 1
341;POINT (-58.3751432791905 -34.5992545672978);LA VIDA DOMESTICA O LA OFRENDA GENEROSA DE LA NATURALEZA;GALERIAS PACIFICO;JUAN CARLOS CASTAGNINO;FRESCO;1946.0;S/M;CUPULA;FLORIDA 753;FLORIDA 753;FLORIDA;735;San Nicolas;Comuna 1
342;POINT (-58.3751432791905 -34.5992545672978);EL AMOR O GERMINACION DE LA TIERRA;GALERIAS PACIFICO;ANTONIO BERNI;FRESCO;1946.0;S/M;CUPULA;FLORIDA 753;FLORIDA 753;FLORIDA;735;San Nicolas;Comuna 1
343;POINT (-58.3751432791905 -34.5992545672978);CON LOS PIES EN LA TIERRA;GALERIAS PACIFICO;CARLOS ALONSO;ACRILICO S/SOPORTE RIGIDO;1992.0;S/M;;FLORIDA 753;FLORIDA 753;FLORIDA;735;San Nicolas;Comuna 1
344;POINT (-58.3751432791905 -34.5992545672978);OTRO TIEMPO;GALERIAS PACIFICO;JOSEFINA ROBIROSA;OLEO S/SOPORTE RIGIDO;1992.0;S/M;;FLORIDA 753;FLORIDA 753;FLORIDA;735;San Nicolas;Comuna 1
345;POINT (-58.3751432791905 -34.5992545672978);FLORIDA IDA Y VUELTA;GALERIAS PACIFICO;ROMULO MACCIO;ACRILICO S/SOPORTE RIGIDO;1992.0;S/M;;FLORIDA 753;FLORIDA 753;FLORIDA;735;San Nicolas;Comuna 1
346;POINT (-58.3751432791905 -34.5992545672978);MUJER Y MASCARAS;GALERIAS PACIFICO;GUILLERMO ROUX;OLEO S/SOPORTE RIGIDO;1992.0;S/M;;FLORIDA 753;FLORIDA 753;FLORIDA;735;San Nicolas;Comuna 1
347;POINT (-58.3751962585126 -34.5966176816948);TITULO DESCONOCIDO;GALERIA LARRETA;LUIS SEOANE;TARACEA DE MARMOLES;1958.0;S/M;SALON CENTRAL;FLORIDA 971;FLORIDA 971;FLORIDA;981;Retiro;Comuna 1
348;POINT (-58.4140016786961 -34.5882831053118);TITULO DESCONOCIDO;LA PEÑA DEL COLORADO;MARCELO CARPITA;ACRILICO PARA EXTERIORES;2001.0;4 X 4;MURO FRONTAL EN GALERIA;GUEMES 3657;GÜEMES 3657;GUEMES;3657;Palermo;Comuna 14
349;POINT (-58.3601983289155 -34.6387922280242);LA BOCA DEL RIACHUELO;HOSPITAL ODONTOLOGICO INFANTIL;BENITO QUINQUELA MARTIN;MURAL CERAMICO;1955.0;S/M;FACHADA;DON PEDRO DE MENDOZA AV. 1795;AV. PEDRO DE MENDOZA 1795;DON PEDRO DE MENDOZA AV.;1791;Boca;Comuna 4
350;POINT (-58.3909602266518 -34.613948744801);CONCIERTO EN EL JARDIN;FUNDACION FAVALORO;RAUL SOLDI;MURAL CERAMICO;1994.0;S/M;HALLDE ACCESO;BELGRANO AV. 1746;AV. BELGRANO 1746;BELGRANO AV.;1746;Monserrat;Comuna 1
351;POINT (-58.4686218265059 -34.601741328163);LA FAMILIA;CLINICA OBRA SOCIAL PERFUMISTAS;ALBERTO BRUZZONE;FRESCO;1970.0;S/M;HALLDE ACCESO;SAN MARTIN AV. 3175;AV. SAN MARTIN 3175;SAN MARTIN AV.;3191;Paternal;Comuna 15
352;POINT (-58.3774681092561 -34.6289695984069);TA - TE - TI;HOSPITAL DE NIÑOS PEDRO ELIZALDE;LUIS FELIPE NOE;MURAL CON PASTILLAS DE VIDRIO;2006.0;S/M;;MONTES DE OCA, MANUEL AV. 40;AV. MONTES DE OCA 40;MONTES DE OCA, MANUEL;27;Barracas;Comuna 4
353;POINT (-58.4027546522387 -34.634849652036);EL ESPACIO;MATERNIDAD SARDA;JORGE ESTOMBA;PINTURA MURAL;1973.0;S/M;HALL;LUCA, ESTEBAN DE 2151;ESTEBAN DE LUCA 2151;LUCA, ESTEBAN de;2151;Parque Patricios;Comuna 4
354;POINT (-58.4027546522387 -34.634849652036);LA TIERRA;MATERNIDAD SARDA;JORGE ESTOMBA;PINTURA MURAL;1973.0;S/M;HALL;LUCA, ESTEBAN DE 2151;ESTEBAN DE LUCA 2151;LUCA, ESTEBAN de;2151;Parque Patricios;Comuna 4
355;POINT (-58.4148204066855 -34.5848823388105);TITULO DESCONOCIDO;VIVIENDA MULTIFAMILIAR;JUAN BATLLE PLANAS;FRESCO;1964.0;3.25 X 10.50;HALL;ARENALES 3768;ARENALES 3768;ARENALES;3762;Palermo;Comuna 14
356;POINT (-58.4000218713924 -34.5954780712758);TITULO DESCONOCIDO;VIVIENDA MULTIFAMILIAR;LUIS SEOANE;PINTURA MURAL;0.0;S/M;HALL;AZCUENAGA 1074;AZCUENAGA 1074;AZCUENAGA;1086;Recoleta;Comuna 2
357;POINT (-58.4424632717594 -34.5709573537415);IMAGENES DE MI TIERRA;VIIVENDA MULTIFAMILIAR;PONCIANO CARDENAS CANEDO;MURAL CERAMICO;1970.0;S/M;;CABILDO AV. 563;AV. CABILDO 563;CABILDO AV.;569;Palermo;Comuna 14
358;POINT (-58.3924661520429 -34.5925647935628);MUSICOS Y LABRADORES;VIVIENDA MULTIFAMILIAR;LUIS SEOANE;PINTURA MURAL;1956.0;S/M;HALL;CALLAO AV. 1421;AV. CALLAO 1421;CALLAO AV.;1421;Recoleta;Comuna 2
359;POINT (-58.3866291197716 -34.5869444139401);JUGANDO CON MARIPOSAS;VIVIENDA MULTIFAMILIAR;CARLOS ALONSO;MURAL CERAMICO;1964.0;6 X 2;ACCESOA GARAGE;CALLAO AV. 2050;AV. CALLAO 2050;CALLAO AV.;2068;Recoleta;Comuna 2
360;POINT (-58.3972758197877 -34.6043676725255);TITULO DESCONOCIDO;VIVIENDA MULTIFAMILIAR;LUIS SEOANE;RELIEVE;1972.0;S/M;ACCESOA GARAGE;CORRIENTES AV. 2133;AV. CORRIENTES 2133;CORRIENTES AV.;2133;Balvanera;Comuna 3
361;POINT (-58.461277925318 -34.5735181089369);MARISQUERAS;VIVIENDA MULTIFAMILIAR;LUIS SEOANE;OLEO;1971.0;2 X 5;HALLDE ENTRADA;DE LOS INCAS AV. 3390;AV. DE LOS INCAS 3390;SUPERI;1485;Colegiales;Comuna 13
362;POINT (-58.4409248147297 -34.5627968919977);PUENTE;VIVIENDA MULTIFAMILIAR;SUSANA FEDRANO, RUBEN MANZO;RELIEVE EN BRONCE Y COBRE;1973.0;4 X 2.50;HALL;DEL LIBERTADOR AV. 5266;AV. DEL LIBERTADOR 5266;DEL LIBERTADOR AV.;5266;Palermo;Comuna 14
363;POINT (-58.4455944875512 -34.5958877387609);TITULO DESCONOCIDO;VIVIENDA MULTIFAMILIAR;ANTONIO BERNI;FRESCO;1943.0;S/M;HALL;JUSTO, JUAN B. AV. 2720;AV. JUAN B. JUSTO 2720;JUSTO, JUAN B. AV.;2706;Villa Crespo;Comuna 15
364;POINT (-58.4455944875512 -34.5958877387609);TITULO DESCONOCIDO;VIVIENDA MULTIFAMILIAR;DEMETRIO URRUCHUA;FRESCO;1943.0;S/M;HALL;JUSTO, JUAN B. AV. 2720;AV. JUAN B. JUSTO 2720;JUSTO, JUAN B. AV.;2706;Villa Crespo;Comuna 15
365;POINT (-58.3804272771064 -34.6045723607897);TITULO DESCONOCIDO;OFICINAS;ROBERTO MATTIELLO;ALTORELIEVE EN YESO Y COBRE;1962.0;4.00 X 10.00;HALL;SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV. 950;AV. PTE. ROQUE SAENZ PEÑA 950;CARABELAS;344;San Nicolas;Comuna 1
366;POINT (-58.3953368855318 -34.6092377971785);LA CASA DE LOS LIRIOS;VIVIENDA MULTIFAMILIAR;EDUARDO RODRIGUEZ ORTEGA;RELIEVE;1905.0;IRREGULAR;FACHADA;RIVADAVIA AV. 2031;AV. RIVADAVIA 2031;RIVADAVIA AV.;2027;Balvanera;Comuna 3
367;POINT (-58.4133609185277 -34.610836780911);ORFEO;VIVIENDA MULTIFAMILIAR;VIRGINIO COLOMBO;MOSAICO DE VIDRIOS PINTADOS;1912.0;S/M;HALL;RIVADAVIA AV. 3320;AV. RIVADAVIA 3320;RIVADAVIA AV.;3320;Balvanera;Comuna 3
368;POINT (-58.4133609185277 -34.610836780911);SALOME;VIVIENDA MULTIFAMILIAR;VIRGINIO COLOMBO;MOSAICO DE VIDRIOS PINTADOS;1912.0;S/M;HALL;RIVADAVIA AV. 3320;AV. RIVADAVIA 3320;RIVADAVIA AV.;3320;Balvanera;Comuna 3
369;POINT (-58.4526807317709 -34.6253045290118);FUERZA - AMERICA;VIVIENDA MULTIFAMILIAR;PEREZ CELIS;ALTORELIEVE;1962.0;S/M;HALL;RIVADAVIA AV. 6140;AV. RIVADAVIA 6140;RIVADAVIA AV.;6140;Caballito;Comuna 6
370;POINT (-58.4603047069349 -34.6283075301288);TITULO DESCONOCIDO;VIVIENDA MULTIFAMILIAR;ROBERTO OBARRIO;CERAMICA Y LADRILLO DE MAQUINA;1965.0;S/M;HALL;RIVADAVIA AV. 6740;AV. RIVADAVIA 6740;RIVADAVIA AV.;6734;Flores;Comuna 7
371;POINT (-58.4193134131496 -34.5830906170384);EL DESARROLLLO MACIONAL;VIIVENDA MULTIFAMILIAR;LUIS FALCINI;RELIEVE;1951.0;S/M;HALL;SANTA FE AV. 3952;AV. SANTA FE 3952;SANTA FE AV.;3952;Palermo;Comuna 14
372;POINT (-58.4028903045444 -34.5889336907187);JINETES;VIVIENDA MULTIFAMILIAR;LUIS SEOANE;PINTURA MURALCON RESINAS SINTETICAS;1959.0;S/M;HALL;FRENCH 2778;FRENCH 2778;FRENCH;2772;Recoleta;Comuna 2
