;WKT;NOMBRE;CARACT_SIT;AUTORES;TECNICA;F_E;TAMAÑO_TS;UBICACION;DIRECCION;DOM_ORIG;CALLE;ALTURA;BARRIO;COMUNA
373;POINT (-58.3964047504708 -34.605777295075);TRES NIÑIOS;VIVIENDA MULTIFAMILIAR;CARLOS SESSANO;MURAL CERAMICO;1964.0;S/M;HALL;JUNIN 309;JUNIN 309;SARMIENTO;2093;Balvanera;Comuna 3
374;POINT (-58.4026323214782 -34.6112406320556);SIN TITULO;VIVIENDA MULTIFAMILIAR;VIRGINIO COLOMBO / ESCULTOR E. PASSINA;ALTORELIEVE;1912.0;S/M;FACHADA;YRIGOYEN, HIPOLITO 2562;HIPOLITO YRIGOYEN 2562;YRIGOYEN, HIPOLITO;2562;Balvanera;Comuna 3
375;POINT (-58.4538936564348 -34.5606412709691);EL CARRO DE LA LUNA / ESCENAS DE TAUROMAQUIA / FIGURAS;VIVIENDA MULTIFAMILIAR;LUIS SEOANE;PINTURA MURAL;1958.0;S/M;HALL;JURAMENTO AV. 2120;JURAMENTO 2120;JURAMENTO AV.;2120;Belgrano;Comuna 13
376;POINT (-58.4497144913092 -34.5624112949232);BARCAS;VIVIENDA MULTIFAMILIAR;ORLANDO PIERRI;MURAL CERAMICO;1967.0;S/M;HALL;LA PAMPA 1924;LA PAMPA 1924;LA PAMPA;1920;Belgrano;Comuna 13
377;POINT (-58.4511583974485 -34.5632665821211);PERSONAJES, LA GUITARRA;VIVIENDA MULTIFAMILIAR;JUAN BATLLE PLANAS;PINTURA MURAL;1965.0;S/M;;LA PAMPA 2088;LA PAMPA 2088;ARCOS;1785;Belgrano;Comuna 13
378;POINT (-58.4026849459627 -34.5993453936599);PLENITUD;VIVIENDA MULTIFAMILIAR;OSCAR CAPRISTO;MURAL CERAMICO;1962.0;S/M;HALL;LARREA 790;LARREA 790;LARREA;798;Balvanera;Comuna 3
379;POINT (-58.3872656531549 -34.6120451035859);SIN TITULO;VIVIENDA MULTIFAMILIAR;JULIAN GARCIA;MURAL CERAMICO;1911.0;S/M;FACHADA;SAENZ PEÑA, LUIS, PRES. 274;LUIS SAENZ PEÑA 274;SAENZ PE\u00d1A, LUIS, PRES.;274;Monserrat;Comuna 1
380;POINT (-58.4865721821562 -34.5595902823325);LOS MITOS;VIVIENDA INDIVIDUAL;ARIOSTO OTERO;ESGRAFIADO;2003.0;9.40 X 4;MEDIANERA FONDO DE LA VIV.;MACHAIN 3553;MACHAIN 3553;MACHAIN;3557;Saavedra;Comuna 12
381;POINT (-58.3848972285814 -34.588451470135);LAS CARRETAS;VIVIENDA MULTIFAMILIAR;LUIS SEOANE;CERAMICA Y RESINAS SINTETICAS;1956.0;5 X 2.50;HALL;MONTEVIDEO 1920;MONTEVIDEO 1920;MONTEVIDEO;1910;Recoleta;Comuna 2
382;POINT (-58.3838605332677 -34.5879753007164);;VIVIENDA MULTIFAMILIAR;LUIS SEOANE;;0.0;S/M;HALL;MONTEVIDEO 1985;MONTEVIDEO 1985;DEL LIBERTADOR AV.;792;Retiro;Comuna 1
383;POINT (-58.4156872718335 -34.583726829519);;VIVIENDA MULTIFAMILIAR;ANTONIO BERNI;PINTURA MURAL;0.0;S/M;HALL;REPUBLICA ARABE SIRIA 2637;REPUBLICA ARABE SIRIA 2637;REPUBLICA ARABE SIRIA;2639;Palermo;Comuna 14
384;POINT (-58.467411739469 -34.565769156492);SIN TITULO;VIVIENDA INDIVIDUAL;LUIS SEOANE;PIEDRA PICADA RECONSTITUIDA;1954.0;S/M;INTERIOR;OLAZABAL 3340;OLAZABAL 3340;OLAZABAL;3340;Belgrano;Comuna 13
385;POINT (-58.3851032301737 -34.5979659841198);SEIS MUJERES;VIVIENDA MULTIFAMILIAR;JUAN MANUEL SANCHEZ;PINTURA MURAL;1983.0;S/M;HALL;PARAGUAY 1269;PARAGUAY 1269;PARAGUAY;1275;Retiro;Comuna 1
386;POINT (-58.3856858898988 -34.5980039737326);TITULO DESCONOCIDO;VIVIENDA MULTIFAMILIAR;JUAN CARLOS CASTAGNINO;PINTURA MURAL;1959.0;S/M;HALL;PARAGUAY 1307;PARAGUAY 1307;TALCAHUANO;908;Retiro;Comuna 1
387;POINT (-58.3859500579507 -34.5983850616242);ESCENAS PASTORILES;LA CASA DE LOS AZULEJOS;PIO PINZAUTI;MURAL CERAMICO;1911.0;S/M;FACHADA;PARAGUAY 1330;PARAGUAY 1330;PARAGUAY;1330;Retiro;Comuna 1
388;POINT (-58.4036818715645 -34.6011251402503);SIN TITULO;VIVIENDA MULTIFAMILIAR;JULIAN GARCIA;ALTORELIEVE;1910.0;S/M;FACHADA;PASO 684;PASO 684;VIAMONTE;2612;Balvanera;Comuna 3
389;POINT (-58.4468688352528 -34.5650442944521);HOMBRE TEMPORAL;VIVIENDA MULTIFAMILIAR;SUSANA FEDRANO, RUBEN MANZO;RELIEVE EN BRONCE Y COBRE;1973.0;S/M;HALL;3 DE FEBRERO 1479;TRES DE FEBRERO 1479;3 DE FEBRERO;1483;Belgrano;Comuna 13
390;POINT (-58.4105197184632 -34.6109205551479);ALEGORIAS DE LA CIUDAD MODERNA;VIVIENDA MULTIFAMILIAR;ANTONIO BERNI;FRESCO;1936.0;3 X 3;HALL;URQUIZA, GRAL. 41;URQUIZA 41;URQUIZA, Gral.;41;Balvanera;Comuna 3
391;POINT (-58.4105197184632 -34.6109205551479);ALEGORIAS DE LA CIUDAD MODERNA;VIVIENDA MULTIFAMILIAR;ANTONIO BERNI;FRESCO;1936.0;3 X 3;HALL;URQUIZA, GRAL. 41;URQUIZA 41;URQUIZA, Gral.;41;Balvanera;Comuna 3
392;POINT (-58.3962187290946 -34.6011441220141);TITULO DESCONOCIDO;VIVIENDA MULTIFAMILIAR;ADOLFO DE FERRARI;MURAL CERAMICO;1950.0;S/M;HALL;VIAMONTE 2040;VIAMONTE 2040;VIAMONTE;2040;Balvanera;Comuna 3
393;POINT (-58.4040804727939 -34.601096805753);TITULO DESCONOCIDO;VIVIENDA MULTIFAMILIAR;JUAN CARLOS CASTAGNINO;FRESCO;1947.0;2 X 1.50;HALL;VIAMONTE 2660;VIAMONTE 2660;VIAMONTE;2660;Balvanera;Comuna 3
394;POINT (-58.3791901828715 -34.5999383302073);ALEGORIA;OFICINAS;LINO ENEA SPILIMBERGO;PINTURA MURAL;1955.0;2.00 X 2.00;HALL;VIAMONTE 867;VIAMONTE 867;VIAMONTE;869;San Nicolas;Comuna 1
395;POINT (-58.4551769131214 -34.5866869336881);EL PROGRESO DE LA MESOPOTAMIA;ESTACCION LACROZE, EX FFCC URQUIZA;LUIS PERLOTTI;ALTORELIEVE;1934.0;1.50 X 8;HALL;LACROZE, FEDERICO AV. 4183;AV. FEDERICO LACROZE 4183;LACROZE, FEDERICO AV.;4188;Chacarita;Comuna 15
396;POINT (-58.4772788215663 -34.6770414107027);EL TREN LECHERO;EST. LUGANO FCG.M.BELGRANO;HECTOR RAPISARDA;PINTURA MURAL;1992.0;S/M;FACHADA;SOMELLERA y LEGUIZAMON, MARTINIANO;SOMELLERA Y M. LEGUIZAMON;LEGUIZAMON, MARTINIANO;4098;Villa Lugano;Comuna 8
397;POINT (-58.4772788215663 -34.6770414107027);LA LLEGADA DE LOS INMIGRANTES;EST. LUGANO FCG.M.BELGRANO;HECTOR RAPISARDA;PINTURA MURAL;1992.0;S/M;FACHADA;SOMELLERA y LEGUIZAMON, MARTINIANO;SOMELLERA Y M. LEGUIZAMON;LEGUIZAMON, MARTINIANO;4098;Villa Lugano;Comuna 8
398;POINT (-58.3619906258523 -34.6315185461721);POR PAN Y POR TRABAJO;EDIFICIO INDUSTRIAL;TALLER MURAL QUNQA, CENTRO DE EST. IUNA;PINTURA MURAL;2002.0;2 X 3;FACHADA;BROWN, ALTE. AV. 735;AV. ALMIRANTE BROWN 735;BROWN, ALTE. AV.;739;Boca;Comuna 4
399;POINT (-58.367622981652 -34.6272158539994);ENTRADA A LA BOCA;;OMAR GASPARINI;TECNICA MIXTA;1999.0;S/M;FACHADA;BROWN, ALTE. AV. 38;AV. ALMIRANTE BROWN 38;BROWN, ALTE. AV.;38;Boca;Comuna 4
400;POINT (-58.3775853211106 -34.6128500303243);A NUESTROS HERMANOS DE AMERICA;PLAZA BELGRANO;"NILDA NOEMI MUNU"" ACTIS GORETTA Y COL.""";PINTURA MURAL;1994.0;S/M;MURO DIVISORIO;BELGRANO AV. y PIEDRAS;AV. BELGRANO Y PIEDRAS;PIEDRAS;399;Monserrat;Comuna 1
401;POINT (-58.3806856860316 -34.6090019063979);LA CIUDAD CONTRA LA PARED;EDIFICIO DE VIVIENDAS;ALFREDO SEGATORI (PELADO);PINTURA MURAL;2001.0;S/M;FACHADAFRENTE;DE MAYO AV. e IRIGOYEN, BERNARDO DE;AV. DE MAYO Y BERNARDO DE IRIGOYEN;DE MAYO AV.;1001;Monserrat;Comuna 1
402;POINT (-58.3680635139605 -34.62407085032);MURAL EDUCACION O ESCLAVITUD;;TALLER MURALISTA DE LA UTE;PINTURA MURAL;2001.0;20 X 5;MEDIANERA;GARAY, JUAN DE AV. y PASEO COLON AV.;AV.GARAY Y AV. PASEO COLON;PASEO COLON AV.;1408;San Telmo;Comuna 1
403;POINT (-58.3698017083908 -34.6171645791492);TANGO;PLAZOLETA EDMUNDO RIVERO;"NILDA NOEMI MUNU"" ACTIS GORETTA Y COL.""";PINTURA MURAL;1993.0;S/M;MEDIANERA;INDEPENDENCIA AV. y PASEO COLON AV.;AV. INDEPENDENCIA Y AV. PASEO COLON;PASEO COLON AV.;801;San Telmo;Comuna 1
404;POINT (-58.3698017083908 -34.6171645791492);TITULO DESCONOCIDO;PLAZ. EDMUNDO RIVERO;EDUARDO NALE / JORGE MUSCIA;PINTURA MURAL;1990.0;S/M;MEDIANERA;INDEPENDENCIA AV. y PASEO COLON AV.;AV. INDEPENDENCIA Y AV. PASEO COLON;PASEO COLON AV.;801;San Telmo;Comuna 1
405;POINT (-58.4237303798264 -34.6401463498683);ENRIQUE SANTOS DISCEPOLO;FACHADA ESQ. AV. LA PLATA Y PASAJE BUTTELER;CARLOS TERRIBILI;PINTURA MURAL;1998.0;S/M;FACHADA;LA PLATA AV. 2193;AV. LA PLATA 2193;COBO AV.;507;Parque Chacabuco;Comuna 7
406;POINT (-58.3680393221361 -34.6222215041083);HOMENAJE A LOS DESAPARECIDOS;"EX CENTRO EL ATLETICO""""";GRUPO TOTEM;ESMALTE SINTETICO, FIGURAS EN HIERRO;1995.0;S/M;COLUMNA AUTOPISTA;PASEO COLON AV. 1250;AV. PASEO COLON 1250;PASEO COLON AV.;1223;San Telmo;Comuna 1
407;POINT (-58.3575469967242 -34.6383831689204);TRABAJO;EX PROVEEDURIA DEL SUR;VINCENT WALTER;RELIEVE EN CEMENTO;1980.0;15 X 2;FACHADA;DON PEDRO DE MENDOZA AV. 1629;AV. PEDRO DE MENDOZA 1629;DON PEDRO DE MENDOZA AV.;1617;Boca;Comuna 4
408;POINT (-58.361426152127 -34.6401865343128);HOMENAJE A LA BOCA;;CRISTINA TERZAGHI;MURAL ESGRAFIADO;1999.0;4 X 19;FACHADA;DON PEDRO DE MENDOZA AV. 2002;AV. PEDRO DE MENDOZA 2002;DON PEDRO DE MENDOZA AV.;1973;Boca;Comuna 4
409;POINT (-58.372148797068 -34.621685257109);SAN TELMO, QUE HAY DE NUEVO;GARAGE COMERCIAL;DIEGO PERROTTA;PINTURA MURAL;2005.0;S/M;FACHADA;SAN JUAN AV. 455;AV. SAN JUAN 455;SAN JUAN AV.;451;San Telmo;Comuna 1
410;POINT (-58.372148797068 -34.621685257109);SAN TELMO, QUE HAY DE NUEVO;GARAGE COMERCIAL;NASO;PINTURA MURAL;2004.0;S/M;FACHADA;SAN JUAN AV. 455;AV. SAN JUAN 455;SAN JUAN AV.;451;San Telmo;Comuna 1
411;POINT (-58.3584626287158 -34.6343230833961);PERIODISTAS - LA FILMACION;B/PUENTE N.AVELLANEDA;GRUPO ESTEBAN FERREIRA;PINTURA MURAL;1992.0;S/M;;BRANDSEN 350;BRANDSEN 350;BRANDSEN;360;Boca;Comuna 4
412;POINT (-58.3743030075649 -34.6469854222266);MURAL POR TRABAJO, DIGNIDAD Y CAMBIO SOCIAL;AUTOPISTA 9 DE JULIO;TALLER MURALISTA DE LA UTE;PINTURA MURAL;2001.0;IRREGULAR;PLANO INCLINADO AUTOPISTA;CALIFORNIA y HORNOS, GRAL.;CALIFORNIA Y GRAL. HORNOS;CALIFORNIA;1795;Barracas;Comuna 4
413;POINT (-58.4480560393108 -34.6062458240162);GUERNICA;EDIFICIO INDUSTRIAL;ALUMN. DE ESC. PRILIDIANO PUEYRREDON;PINTURA MURAL;1984.0;3.49 X 7.77;FACHADA;FIGUEROA, D. APOLINARIO, CORONEL 600;CORONEL APOLINARIO FIGUEROA 600;ROJAS;1285;Villa Crespo;Comuna 15
414;POINT (-58.3720265220641 -34.614488672125);HOMENAJE AL ROTARY DE SAN TELMO;SOBRE LINEA OFICIAL DE EDIFCACION;ALBERTO ARREGUI, ALUMN.ESC.PUEYRREDON;ESMALTE SINTETICO S/CHAPA;1991.0;5 X 2;S/LINEA MUNICIPAL;DEFENSA 573;DEFENSA 573;DEFENSA;563;Monserrat;Comuna 1
415;POINT (-58.3683360886899 -34.6367215700058);"TRANSPORTE JOSE BERALDI S.A.""""";EDIFICIO INDUSTRIAL;VINCENT WALTER;ALTORELIEVE EN CEMENTO COLOREADO;1980.0;3 X 2;FACHADA;HERNANDARIAS 845;HERNANDARIAS 845;HERNANDARIAS;843;Boca;Comuna 4
416;POINT (-58.3683360886899 -34.6367215700058);LA FIESTA;EDIFICIO INDUSTRIAL;VINCENT WALTER;ALTORELIEVE EN CEMENTO COLOREADO;1980.0;3 X 2;FACHADA;HERNANDARIAS 845;HERNANDARIAS 845;HERNANDARIAS;843;Boca;Comuna 4
417;POINT (-58.3745373662307 -34.6160871174382);EN RECUERDO DE LA MASACRE DE TRELEW;PLAZOLETA RODOLFO WALSH;;PINTURA MURAL;1990.0;S/M;MURO DIVISORIO;PERU y CHILE;PERU Y CHILE;PERU;701;San Telmo;Comuna 1
418;POINT (-58.3624010018425 -34.6344979603594);CAMINITO;;VINCENT WALTER;ALTORELIEVE EN CEMENTO COLOREADO;1989.0;3 X 2;FACHADA;PINZON 567;PINZON 567;PINZON;571;Boca;Comuna 4
419;POINT (-58.3702746686521 -34.6166043000222);TITULO DESCONOCIDO;FACHADA;GIAMPIETRO / JAIME / NOLA;PINTURA MURAL;1995.0;15 X 2;MURO LINEA MUNICIPAL;SAN LORENZO y BALCARCE;SAN LORENZO Y BALCARCE;SAN LORENZO;302;San Telmo;Comuna 1
420;POINT (-58.4015672772429 -34.6390533212159);ESCENA URBANA;FACHADA;GRUPO MURALISTA DE RICARDO VILLAR;PINTURA MURAL;1996.0;740;FACHADA;USPALLATA 2802;USPALLATA 2802;LAVARDEN;210;Parque Patricios;Comuna 4
